F = a+b+c+d+e+f+s+f+g+t+y

Таблица истинности:
a b c d e f g s t y F
1 0 0 1 1 1 1 0 0 0 1
1 0 0 1 1 1 1 0 0 1 1
1 0 0 1 1 1 1 0 1 0 1
1 0 0 1 1 1 1 0 1 1 1
1 0 0 1 1 1 1 1 0 0 1
1 0 0 1 1 1 1 1 0 1 1
1 0 0 1 1 1 1 1 1 0 1
1 0 0 1 1 1 1 1 1 1 1
1 0 1 0 0 0 0 0 0 0 1
1 0 1 0 0 0 0 0 0 1 1
1 0 1 0 0 0 0 0 1 0 1
1 0 1 0 0 0 0 0 1 1 1
1 0 1 0 0 0 0 1 0 0 1
1 0 1 0 0 0 0 1 0 1 1
1 0 1 0 0 0 0 1 1 0 1
1 0 1 0 0 0 0 1 1 1 1
1 0 1 0 0 0 1 0 0 0 1
1 0 1 0 0 0 1 0 0 1 1
1 0 1 0 0 0 1 0 1 0 1
1 0 1 0 0 0 1 0 1 1 1
1 0 1 0 0 0 1 1 0 0 1
1 0 1 0 0 0 1 1 0 1 1
1 0 1 0 0 0 1 1 1 0 1
1 0 1 0 0 0 1 1 1 1 1
1 0 1 0 0 1 0 0 0 0 1
1 0 1 0 0 1 0 0 0 1 1
1 0 1 0 0 1 0 0 1 0 1
1 0 1 0 0 1 0 0 1 1 1
1 0 1 0 0 1 0 1 0 0 1
1 0 1 0 0 1 0 1 0 1 1
1 0 1 0 0 1 0 1 1 0 1
1 0 1 0 0 1 0 1 1 1 1
1 0 1 0 0 1 1 0 0 0 1
1 0 1 0 0 1 1 0 0 1 1
1 0 1 0 0 1 1 0 1 0 1
1 0 1 0 0 1 1 0 1 1 1
1 0 1 0 0 1 1 1 0 0 1
1 0 1 0 0 1 1 1 0 1 1
1 0 1 0 0 1 1 1 1 0 1
1 0 1 0 0 1 1 1 1 1 1
1 0 1 0 1 0 0 0 0 0 1
1 0 1 0 1 0 0 0 0 1 1
1 0 1 0 1 0 0 0 1 0 1
1 0 1 0 1 0 0 0 1 1 1
1 0 1 0 1 0 0 1 0 0 1
1 0 1 0 1 0 0 1 0 1 1
1 0 1 0 1 0 0 1 1 0 1
1 0 1 0 1 0 0 1 1 1 1
1 0 1 0 1 0 1 0 0 0 1
1 0 1 0 1 0 1 0 0 1 1
1 0 1 0 1 0 1 0 1 0 1
1 0 1 0 1 0 1 0 1 1 1
1 0 1 0 1 0 1 1 0 0 1
1 0 1 0 1 0 1 1 0 1 1
1 0 1 0 1 0 1 1 1 0 1
1 0 1 0 1 0 1 1 1 1 1
1 0 1 0 1 1 0 0 0 0 1
1 0 1 0 1 1 0 0 0 1 1
1 0 1 0 1 1 0 0 1 0 1
1 0 1 0 1 1 0 0 1 1 1
1 0 1 0 1 1 0 1 0 0 1
1 0 1 0 1 1 0 1 0 1 1
1 0 1 0 1 1 0 1 1 0 1
1 0 1 0 1 1 0 1 1 1 1
1 0 1 0 1 1 1 0 0 0 1
1 0 1 0 1 1 1 0 0 1 1
1 0 1 0 1 1 1 0 1 0 1
1 0 1 0 1 1 1 0 1 1 1
1 0 1 0 1 1 1 1 0 0 1
1 0 1 0 1 1 1 1 0 1 1
1 0 1 0 1 1 1 1 1 0 1
1 0 1 0 1 1 1 1 1 1 1
1 0 1 1 0 0 0 0 0 0 1
1 0 1 1 0 0 0 0 0 1 1
1 0 1 1 0 0 0 0 1 0 1
1 0 1 1 0 0 0 0 1 1 1
1 0 1 1 0 0 0 1 0 0 1
1 0 1 1 0 0 0 1 0 1 1
1 0 1 1 0 0 0 1 1 0 1
1 0 1 1 0 0 0 1 1 1 1
1 0 1 1 0 0 1 0 0 0 1
1 0 1 1 0 0 1 0 0 1 1
1 0 1 1 0 0 1 0 1 0 1
1 0 1 1 0 0 1 0 1 1 1
1 0 1 1 0 0 1 1 0 0 1
1 0 1 1 0 0 1 1 0 1 1
1 0 1 1 0 0 1 1 1 0 1
1 0 1 1 0 0 1 1 1 1 1
1 0 1 1 0 1 0 0 0 0 1
1 0 1 1 0 1 0 0 0 1 1
1 0 1 1 0 1 0 0 1 0 1
1 0 1 1 0 1 0 0 1 1 1
1 0 1 1 0 1 0 1 0 0 1
1 0 1 1 0 1 0 1 0 1 1
1 0 1 1 0 1 0 1 1 0 1
1 0 1 1 0 1 0 1 1 1 1
1 0 1 1 0 1 1 0 0 0 1
1 0 1 1 0 1 1 0 0 1 1
1 0 1 1 0 1 1 0 1 0 1
1 0 1 1 0 1 1 0 1 1 1
1 0 1 1 0 1 1 1 0 0 1
1 0 1 1 0 1 1 1 0 1 1
1 0 1 1 0 1 1 1 1 0 1
1 0 1 1 0 1 1 1 1 1 1
1 0 1 1 1 0 0 0 0 0 1
1 0 1 1 1 0 0 0 0 1 1
1 0 1 1 1 0 0 0 1 0 1
1 0 1 1 1 0 0 0 1 1 1
1 0 1 1 1 0 0 1 0 0 1
1 0 1 1 1 0 0 1 0 1 1
1 0 1 1 1 0 0 1 1 0 1
1 0 1 1 1 0 0 1 1 1 1
1 0 1 1 1 0 1 0 0 0 1
1 0 1 1 1 0 1 0 0 1 1
1 0 1 1 1 0 1 0 1 0 1
1 0 1 1 1 0 1 0 1 1 1
1 0 1 1 1 0 1 1 0 0 1
1 0 1 1 1 0 1 1 0 1 1
1 0 1 1 1 0 1 1 1 0 1
1 0 1 1 1 0 1 1 1 1 1
1 0 1 1 1 1 0 0 0 0 1
1 0 1 1 1 1 0 0 0 1 1
1 0 1 1 1 1 0 0 1 0 1
1 0 1 1 1 1 0 0 1 1 1
1 0 1 1 1 1 0 1 0 0 1
1 0 1 1 1 1 0 1 0 1 1
1 0 1 1 1 1 0 1 1 0 1
1 0 1 1 1 1 0 1 1 1 1
1 0 1 1 1 1 1 0 0 0 1
1 0 1 1 1 1 1 0 0 1 1
1 0 1 1 1 1 1 0 1 0 1
1 0 1 1 1 1 1 0 1 1 1
1 0 1 1 1 1 1 1 0 0 1
1 0 1 1 1 1 1 1 0 1 1
1 0 1 1 1 1 1 1 1 0 1
1 0 1 1 1 1 1 1 1 1 1
1 1 0 0 0 0 0 0 0 0 1
1 1 0 0 0 0 0 0 0 1 1
1 1 0 0 0 0 0 0 1 0 1
1 1 0 0 0 0 0 0 1 1 1
1 1 0 0 0 0 0 1 0 0 1
1 1 0 0 0 0 0 1 0 1 1
1 1 0 0 0 0 0 1 1 0 1
1 1 0 0 0 0 0 1 1 1 1
1 1 0 0 0 0 1 0 0 0 1
1 1 0 0 0 0 1 0 0 1 1
1 1 0 0 0 0 1 0 1 0 1
1 1 0 0 0 0 1 0 1 1 1
1 1 0 0 0 0 1 1 0 0 1
1 1 0 0 0 0 1 1 0 1 1
1 1 0 0 0 0 1 1 1 0 1
1 1 0 0 0 0 1 1 1 1 1
1 1 0 0 0 1 0 0 0 0 1
1 1 0 0 0 1 0 0 0 1 1
1 1 0 0 0 1 0 0 1 0 1
1 1 0 0 0 1 0 0 1 1 1
1 1 0 0 0 1 0 1 0 0 1
1 1 0 0 0 1 0 1 0 1 1
1 1 0 0 0 1 0 1 1 0 1
1 1 0 0 0 1 0 1 1 1 1
1 1 0 0 0 1 1 0 0 0 1
1 1 0 0 0 1 1 0 0 1 1
1 1 0 0 0 1 1 0 1 0 1
1 1 0 0 0 1 1 0 1 1 1
1 1 0 0 0 1 1 1 0 0 1
1 1 0 0 0 1 1 1 0 1 1
1 1 0 0 0 1 1 1 1 0 1
1 1 0 0 0 1 1 1 1 1 1
1 1 0 0 1 0 0 0 0 0 1
1 1 0 0 1 0 0 0 0 1 1
1 1 0 0 1 0 0 0 1 0 1
1 1 0 0 1 0 0 0 1 1 1
1 1 0 0 1 0 0 1 0 0 1
1 1 0 0 1 0 0 1 0 1 1
1 1 0 0 1 0 0 1 1 0 1
1 1 0 0 1 0 0 1 1 1 1
1 1 0 0 1 0 1 0 0 0 1
1 1 0 0 1 0 1 0 0 1 1
1 1 0 0 1 0 1 0 1 0 1
1 1 0 0 1 0 1 0 1 1 1
1 1 0 0 1 0 1 1 0 0 1
1 1 0 0 1 0 1 1 0 1 1
1 1 0 0 1 0 1 1 1 0 1
1 1 0 0 1 0 1 1 1 1 1
1 1 0 0 1 1 0 0 0 0 1
1 1 0 0 1 1 0 0 0 1 1
1 1 0 0 1 1 0 0 1 0 1
1 1 0 0 1 1 0 0 1 1 1
1 1 0 0 1 1 0 1 0 0 1
1 1 0 0 1 1 0 1 0 1 1
1 1 0 0 1 1 0 1 1 0 1
1 1 0 0 1 1 0 1 1 1 1
1 1 0 0 1 1 1 0 0 0 1
1 1 0 0 1 1 1 0 0 1 1
1 1 0 0 1 1 1 0 1 0 1
1 1 0 0 1 1 1 0 1 1 1
1 1 0 0 1 1 1 1 0 0 1
1 1 0 0 1 1 1 1 0 1 1
1 1 0 0 1 1 1 1 1 0 1
1 1 0 0 1 1 1 1 1 1 1
1 1 0 1 0 0 0 0 0 0 1
1 1 0 1 0 0 0 0 0 1 1
1 1 0 1 0 0 0 0 1 0 1
1 1 0 1 0 0 0 0 1 1 1
1 1 0 1 0 0 0 1 0 0 1
1 1 0 1 0 0 0 1 0 1 1
1 1 0 1 0 0 0 1 1 0 1
1 1 0 1 0 0 0 1 1 1 1
1 1 0 1 0 0 1 0 0 0 1
1 1 0 1 0 0 1 0 0 1 1
1 1 0 1 0 0 1 0 1 0 1
1 1 0 1 0 0 1 0 1 1 1
1 1 0 1 0 0 1 1 0 0 1
1 1 0 1 0 0 1 1 0 1 1
1 1 0 1 0 0 1 1 1 0 1
1 1 0 1 0 0 1 1 1 1 1
1 1 0 1 0 1 0 0 0 0 1
1 1 0 1 0 1 0 0 0 1 1
1 1 0 1 0 1 0 0 1 0 1
1 1 0 1 0 1 0 0 1 1 1
1 1 0 1 0 1 0 1 0 0 1
1 1 0 1 0 1 0 1 0 1 1
1 1 0 1 0 1 0 1 1 0 1
1 1 0 1 0 1 0 1 1 1 1
1 1 0 1 0 1 1 0 0 0 1
1 1 0 1 0 1 1 0 0 1 1
1 1 0 1 0 1 1 0 1 0 1
1 1 0 1 0 1 1 0 1 1 1
1 1 0 1 0 1 1 1 0 0 1
1 1 0 1 0 1 1 1 0 1 1
1 1 0 1 0 1 1 1 1 0 1
1 1 0 1 0 1 1 1 1 1 1
1 1 0 1 1 0 0 0 0 0 1
1 1 0 1 1 0 0 0 0 1 1
1 1 0 1 1 0 0 0 1 0 1
1 1 0 1 1 0 0 0 1 1 1
1 1 0 1 1 0 0 1 0 0 1
1 1 0 1 1 0 0 1 0 1 1
1 1 0 1 1 0 0 1 1 0 1
1 1 0 1 1 0 0 1 1 1 1
1 1 0 1 1 0 1 0 0 0 1
1 1 0 1 1 0 1 0 0 1 1
1 1 0 1 1 0 1 0 1 0 1
1 1 0 1 1 0 1 0 1 1 1
1 1 0 1 1 0 1 1 0 0 1
1 1 0 1 1 0 1 1 0 1 1
1 1 0 1 1 0 1 1 1 0 1
1 1 0 1 1 0 1 1 1 1 1
1 1 0 1 1 1 0 0 0 0 1
1 1 0 1 1 1 0 0 0 1 1
1 1 0 1 1 1 0 0 1 0 1
1 1 0 1 1 1 0 0 1 1 1
1 1 0 1 1 1 0 1 0 0 1
1 1 0 1 1 1 0 1 0 1 1
1 1 0 1 1 1 0 1 1 0 1
1 1 0 1 1 1 0 1 1 1 1
1 1 0 1 1 1 1 0 0 0 1
1 1 0 1 1 1 1 0 0 1 1
1 1 0 1 1 1 1 0 1 0 1
1 1 0 1 1 1 1 0 1 1 1
1 1 0 1 1 1 1 1 0 0 1
1 1 0 1 1 1 1 1 0 1 1
1 1 0 1 1 1 1 1 1 0 1
1 1 0 1 1 1 1 1 1 1 1
1 1 1 0 0 0 0 0 0 0 1
1 1 1 0 0 0 0 0 0 1 1
1 1 1 0 0 0 0 0 1 0 1
1 1 1 0 0 0 0 0 1 1 1
1 1 1 0 0 0 0 1 0 0 1
1 1 1 0 0 0 0 1 0 1 1
1 1 1 0 0 0 0 1 1 0 1
1 1 1 0 0 0 0 1 1 1 1
1 1 1 0 0 0 1 0 0 0 1
1 1 1 0 0 0 1 0 0 1 1
1 1 1 0 0 0 1 0 1 0 1
1 1 1 0 0 0 1 0 1 1 1
1 1 1 0 0 0 1 1 0 0 1
1 1 1 0 0 0 1 1 0 1 1
1 1 1 0 0 0 1 1 1 0 1
1 1 1 0 0 0 1 1 1 1 1
1 1 1 0 0 1 0 0 0 0 1
1 1 1 0 0 1 0 0 0 1 1
1 1 1 0 0 1 0 0 1 0 1
1 1 1 0 0 1 0 0 1 1 1
1 1 1 0 0 1 0 1 0 0 1
1 1 1 0 0 1 0 1 0 1 1
1 1 1 0 0 1 0 1 1 0 1
1 1 1 0 0 1 0 1 1 1 1
1 1 1 0 0 1 1 0 0 0 1
1 1 1 0 0 1 1 0 0 1 1
1 1 1 0 0 1 1 0 1 0 1
1 1 1 0 0 1 1 0 1 1 1
1 1 1 0 0 1 1 1 0 0 1
1 1 1 0 0 1 1 1 0 1 1
1 1 1 0 0 1 1 1 1 0 1
1 1 1 0 0 1 1 1 1 1 1
1 1 1 0 1 0 0 0 0 0 1
1 1 1 0 1 0 0 0 0 1 1
1 1 1 0 1 0 0 0 1 0 1
1 1 1 0 1 0 0 0 1 1 1
1 1 1 0 1 0 0 1 0 0 1
1 1 1 0 1 0 0 1 0 1 1
1 1 1 0 1 0 0 1 1 0 1
1 1 1 0 1 0 0 1 1 1 1
1 1 1 0 1 0 1 0 0 0 1
1 1 1 0 1 0 1 0 0 1 1
1 1 1 0 1 0 1 0 1 0 1
1 1 1 0 1 0 1 0 1 1 1
1 1 1 0 1 0 1 1 0 0 1
1 1 1 0 1 0 1 1 0 1 1
1 1 1 0 1 0 1 1 1 0 1
1 1 1 0 1 0 1 1 1 1 1
1 1 1 0 1 1 0 0 0 0 1
1 1 1 0 1 1 0 0 0 1 1
1 1 1 0 1 1 0 0 1 0 1
1 1 1 0 1 1 0 0 1 1 1
1 1 1 0 1 1 0 1 0 0 1
1 1 1 0 1 1 0 1 0 1 1
1 1 1 0 1 1 0 1 1 0 1
1 1 1 0 1 1 0 1 1 1 1
1 1 1 0 1 1 1 0 0 0 1
1 1 1 0 1 1 1 0 0 1 1
1 1 1 0 1 1 1 0 1 0 1
1 1 1 0 1 1 1 0 1 1 1
1 1 1 0 1 1 1 1 0 0 1
1 1 1 0 1 1 1 1 0 1 1
1 1 1 0 1 1 1 1 1 0 1
1 1 1 0 1 1 1 1 1 1 1
1 1 1 1 0 0 0 0 0 0 1
1 1 1 1 0 0 0 0 0 1 1
1 1 1 1 0 0 0 0 1 0 1
1 1 1 1 0 0 0 0 1 1 1
1 1 1 1 0 0 0 1 0 0 1
1 1 1 1 0 0 0 1 0 1 1
1 1 1 1 0 0 0 1 1 0 1
1 1 1 1 0 0 0 1 1 1 1
1 1 1 1 0 0 1 0 0 0 1
1 1 1 1 0 0 1 0 0 1 1
1 1 1 1 0 0 1 0 1 0 1
1 1 1 1 0 0 1 0 1 1 1
1 1 1 1 0 0 1 1 0 0 1
1 1 1 1 0 0 1 1 0 1 1
1 1 1 1 0 0 1 1 1 0 1
1 1 1 1 0 0 1 1 1 1 1
1 1 1 1 0 1 0 0 0 0 1
1 1 1 1 0 1 0 0 0 1 1
1 1 1 1 0 1 0 0 1 0 1
1 1 1 1 0 1 0 0 1 1 1
1 1 1 1 0 1 0 1 0 0 1
1 1 1 1 0 1 0 1 0 1 1
1 1 1 1 0 1 0 1 1 0 1
1 1 1 1 0 1 0 1 1 1 1
1 1 1 1 0 1 1 0 0 0 1
1 1 1 1 0 1 1 0 0 1 1
1 1 1 1 0 1 1 0 1 0 1
1 1 1 1 0 1 1 0 1 1 1
1 1 1 1 0 1 1 1 0 0 1
1 1 1 1 0 1 1 1 0 1 1
1 1 1 1 0 1 1 1 1 0 1
1 1 1 1 0 1 1 1 1 1 1
1 1 1 1 1 0 0 0 0 0 1
1 1 1 1 1 0 0 0 0 1 1
1 1 1 1 1 0 0 0 1 0 1
1 1 1 1 1 0 0 0 1 1 1
1 1 1 1 1 0 0 1 0 0 1
1 1 1 1 1 0 0 1 0 1 1
1 1 1 1 1 0 0 1 1 0 1
1 1 1 1 1 0 0 1 1 1 1
1 1 1 1 1 0 1 0 0 0 1
1 1 1 1 1 0 1 0 0 1 1
1 1 1 1 1 0 1 0 1 0 1
1 1 1 1 1 0 1 0 1 1 1
1 1 1 1 1 0 1 1 0 0 1
1 1 1 1 1 0 1 1 0 1 1
1 1 1 1 1 0 1 1 1 0 1
1 1 1 1 1 0 1 1 1 1 1
1 1 1 1 1 1 0 0 0 0 1
1 1 1 1 1 1 0 0 0 1 1
1 1 1 1 1 1 0 0 1 0 1
1 1 1 1 1 1 0 0 1 1 1
1 1 1 1 1 1 0 1 0 0 1
1 1 1 1 1 1 0 1 0 1 1
1 1 1 1 1 1 0 1 1 0 1
1 1 1 1 1 1 0 1 1 1 1
1 1 1 1 1 1 1 0 0 0 1
1 1 1 1 1 1 1 0 0 1 1
1 1 1 1 1 1 1 0 1 0 1
1 1 1 1 1 1 1 0 1 1 1
1 1 1 1 1 1 1 1 0 0 1
1 1 1 1 1 1 1 1 0 1 1
1 1 1 1 1 1 1 1 1 0 1
1 1 1 1 1 1 1 1 1 1 1

Вектор функции:
F = { 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 }

Функция не имеет фиктивных переменных.

Вектор минтермов:
